customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
-0.46610504794511304,0.3456348527360359,-0.9348190381961763,-0.6987552788507416,0.1398765437196241,-0.40665589816559466,2.5094546842749317
-0.8409459306214181,-1.2364624406029463,-0.8477134348659816,-1.0832085532943838,-0.7907091070416524,-0.40665589816559466,-0.8249220545549134
1.0065231440385844,-0.507193624320456,0.19755380509635456,1.8963043236438426,-0.6117503280490992,-0.40665589816559466,-0.4081249622011828
2.07911185387951,0.3801893939655554,0.11044820176615988,-0.41041532301801004,-1.613919490407397,-0.40665589816559466,-0.4081249622011828
0.1462397484303759,-0.4565970796793292,0.6911522239674578,-1.3715485091271153,-0.6117503280490992,-0.40665589816559466,1.6758604995674704
-0.47540604627295213,0.42864480878788447,-0.9348190381961763,-1.1793218719052943,0.8915034154883474,-0.40665589816559466,1.6758604995674704
-0.43330534193980197,-0.004324581031757437,-0.8767486359760465,-0.6026419602398311,1.8220890662496239,2.9637790339589722,0.42546922250627855
-0.4447491620051883,1.635846741084768,-0.8767486359760465,1.9924176422547533,-0.11066574686995033,-0.40665589816559466,0.008672130152547874
-0.2946312476120932,0.9652448818373341,1.7654546650398588,1.8001910050329322,-0.8622926186386737,-0.40665589816559466,-0.8249220545549134
1.321190466884953,1.1010254528078578,-0.23797421155461884,0.4546045444801847,-1.4349607114148437,-0.40665589816559466,-0.4081249622011828
-0.415914944216788,1.4887017118452412,0.9815042350681067,-0.12207536718527845,-0.6117503280490992,-0.40665589816559466,-0.8249220545549134
-0.8130311615265754,-0.19192049361718505,-0.9057838370861114,-0.8909819160725627,-0.6833338396461205,-0.40665589816559466,-0.8249220545549134
1.7338303484352438,1.0395914972377398,0.16851860398628968,0.9351711375347374,-0.5759585722505886,-0.40665589816559466,-0.4081249622011828
-0.37236606253613724,0.9486099501682137,-0.7025374293156571,1.031284456145648,-0.826500862840163,-0.40665589816559466,0.42546922250627855
0.6997722937196386,-1.2364624406029463,0.6621170228573928,-0.7948685974616522,-0.7191255954446311,-0.40665589816559466,-0.4081249622011828
-0.4926006281872398,1.3818758041166121,0.6040466206372631,0.5507178630910953,1.3925879966674963,-0.40665589816559466,-0.8249220545549134
-0.390944802482345,1.2906307333770803,-0.7896430326458518,1.1273977747565584,-1.3633771998178226,-0.40665589816559466,1.2590634072137399
-0.8018732482054974,-1.2364624406029463,-0.7025374293156571,-0.8909819160725627,0.927295171286858,-0.40665589816559466,-0.8249220545549134
-0.7671849003474446,-0.6589173773263347,-0.5863966248753976,-0.41041532301801004,-1.6855030020044182,-0.40665589816559466,-0.8249220545549134
-0.6204262481835258,0.12987484791873108,0.023342598435965204,-0.025962048574367916,-0.3612080374595248,0.7168224125425943,-0.8249220545549134
-0.11197586546981718,-1.2364624406029463,0.31369460953661416,-0.5065286416289205,0.3546270785106879,-0.40665589816559466,1.6758604995674704
-0.25328288825119355,-0.7864298931504243,-0.23797421155461884,1.41573773058929,-0.3969997932580354,-0.40665589816559466,0.008672130152547874
1.0186727510660765,0.7220454748806683,2.78168670389213,-0.3143020044070995,-1.4707524672133545,-0.40665589816559466,2.092657591921201
-0.42284227054635204,1.0751013117710306,-0.8477134348659816,-1.3715485091271153,1.1420457060779219,-0.40665589816559466,1.6758604995674704
-0.8011937224123227,-1.2364624406029463,-0.5573614237653327,1.1273977747565584,1.6789220430555813,0.7168224125425943,-0.8249220545549134
0.2183054205480896,-0.32173884155382604,0.8072930284077173,0.9351711375347374,1.0704621944809005,-0.40665589816559466,1.2590634072137399
0.1236612556308294,1.4432438787692288,0.4879058161970035,-1.275435190516205,-0.7191255954446311,-0.40665589816559466,2.5094546842749317
-0.5289762297865417,0.8642823757663358,0.5169410173070684,0.3584912258692742,0.5335858575032411,-0.40665589816559466,-0.8249220545549134
-0.7395102294675879,1.8066100792485706,-0.6154318259854624,0.9351711375347374,-0.7549173512431417,-0.40665589816559466,-0.8249220545549134
2.424000945108906,-0.3698977922473985,-0.5863966248753976,1.1273977747565584,-1.6855030020044182,-0.40665589816559466,-0.4081249622011828
0.06873503515772615,-1.2364624406029463,0.6621170228573928,-1.0832085532943838,1.7505055546526027,-0.40665589816559466,0.008672130152547874
0.17044769198897128,-0.4517218917842206,0.633081821747328,-0.8909819160725627,-0.3254162816610141,-0.40665589816559466,1.2590634072137399
-0.32563232993088564,-0.330270420370266,1.9106306705901832,-0.8909819160725627,-0.7191255954446311,2.9637790339589722,-0.8249220545549134
0.1593853174285168,1.0557982029431008,0.6040466206372631,0.4546045444801847,-0.11066574686995033,-0.40665589816559466,1.2590634072137399
-0.5599609844622668,0.1890688522937993,0.31369460953661416,0.16626458864745314,-1.3275854440193118,-0.40665589816559466,-0.8249220545549134
-0.3999553695837781,-1.2364624406029463,-0.6154318259854624,1.5118510492002006,-0.7907091070416524,-0.40665589816559466,2.092657591921201
-0.591595931762353,-0.2859655033505294,0.22658900620641945,-0.21818868579618897,0.39041883430919855,-0.40665589816559466,-0.8249220545549134
